,text,intent
1000,What events or activities are usually organized in the hostel?,hostel
1001,Are there any security measures implemented in the hostel for residents' safety?,hostel
1002,infrastructure,infrastructure
1003,building,infrastructure
1004,number of floors in bulding,infrastructure
1005,college infrastructure,infrastructure
1006,departments and labs,infrastructure
1007,departments,infrastructure
1008,Ict building,infrastructure
1009,Cse building,infrastructure
1010,Aminities ,infrastructure
1011,Hostel ,infrastructure
1012,Library,infrastructure
1013,Health clinic,infrastructure
1014,Civil building ,infrastructure
1015,Electrical building,infrastructure
1016,Facility from college,infrastructure
1017,Conditions of classrooms ,infrastructure
1018,Clinic of college,infrastructure
1019,Gardening of college ,infrastructure
1020,Studying environment ,infrastructure
1021,Laboratory equipments,infrastructure
1022,Pure drinking water,infrastructure
1023,Internet facility,infrastructure
1024,Studying equipment ,infrastructure
1025,labs,infrastructure
1026,canteen,infrastructure
1027,infrastructure NEC,infrastructure
1028,tell me about infrastructure,infrastructure
1029,what about infrastructure,infrastructure
1030,Internet facilities ,infrastructure
1031,Health facilities ,infrastructure
1032,Laboratory equipments,infrastructure
1033,Canteen,infrastructure
1034,Studying equipment ,infrastructure
1035,Departments and labs?,infrastructure
1036,Departments?,infrastructure
1037,ICT building?,infrastructure
1038,CSE building?,infrastructure
1039,Amenities?,infrastructure
1040,Hostel?,infrastructure
1041,Library?,infrastructure
1042,Health clinic?,infrastructure
1043,Civil building?,infrastructure
1044,Electrical building?,infrastructure
1045,Facility from college?,infrastructure
1046,Conditions of classrooms?,infrastructure
1047,Clinic of college?,infrastructure
1048,Gardening of college?,infrastructure
1049,Studying environment?,infrastructure
1050,Laboratory equipments?,infrastructure
1051,Pure drinking water?,infrastructure
1052,Internet facility?,infrastructure
1053,Studying equipment?,infrastructure
1054,Labs?,infrastructure
1055,Canteen?,infrastructure
1056,Infrastructure NEC?,infrastructure
1057,Tell me about infrastructure?,infrastructure
1058,What about infrastructure?,infrastructure
1059,Internet facilities?,infrastructure
1060,Health facilities?,infrastructure
1061,Canteen?,infrastructure
1062,Studying equipment?,infrastructure
1063,What are the facilities in the ICT building?,infrastructure
1064,Can you tell me about the CSE building?,infrastructure
1065,Tell me more about the amenities?,infrastructure
1066,What are the features of the hostel?,infrastructure
1067,Give details about the library.,infrastructure
1068,Tell me about the health clinic.,infrastructure
1069,Describe the civil building.,infrastructure
1070,Explain the features of the electrical building.,infrastructure
1071,What facilities does the college offer?,infrastructure
1072,Tell me about the conditions of classrooms.,infrastructure
1073,What services are provided in the clinic?,infrastructure
1074,How is the gardening of the college?,infrastructure
1075,Describe the studying environment.,infrastructure
1076,What laboratory equipment is available?,infrastructure
1077,Is there pure drinking water available?,infrastructure
1078,Tell me about the internet facility.,infrastructure
1079,What studying equipment is provided?,infrastructure
1080,Are there labs in the college?,infrastructure
1081,How is the canteen?,infrastructure
1082,What is the infrastructure like at NEC?,infrastructure
1083,Can you provide information about the college's infrastructure?,infrastructure
1084,What are the internet facilities like?,infrastructure
1085,What health facilities are available?,infrastructure
1086,Tell me about the laboratory equipment.,infrastructure
1087,How is the canteen in the college?,infrastructure
1088,Can you share details about the facilities at NEC?,infrastructure
1089,What can you tell me about the campus features?,infrastructure
1090,Any specifics on the labs and equipment available?,infrastructure
1091,Are there any noteworthy features in the Civil building?,infrastructure
1092,Describe the electrical building and its amenities.,infrastructure
1093,Explain the conditions of classrooms in the college.,infrastructure
1094,What are the specific facilities in the health clinic?,infrastructure
1095,Tell me about the gardening arrangements on campus.,infrastructure
1096,How would you describe the studying environment?,infrastructure
1097,Can you elaborate on the laboratory equipment available?,infrastructure
1098,Tell me more about the quality of drinking water on campus.,infrastructure
1099,What internet facilities are provided in the college?,infrastructure
1100,Can you provide insights into the environmental sustainability initiatives on campus?,infrastructure
1101,events organised,event
1102,list of events,event
1103,list of events organised in college,event
1104,list of events conducted in college,event
1105,What events are conducted in college,event
1106,Event organizations in college,event
1107,Functions organized by college,event
1108,Functions in college ,event
1109,Event in NEC,event
1110,Are there any event held at college,event
1111,Events?,event
1112,functions,event
1113,what are the events,event
1114,What kind of event,event
1115,When is event,event
1116,Training program,event
1117,Online training,event
1118,Meeting about programs ,event
1119,Online classes by outsiders,event
1120,IT solutions ,event
1121,Official launch,event
1122,Where is event,event
1123,Event details,event
1124,Any events?,event
1125,Updates about event,event
1126,Any new events?,event
1127,tell me about events,event
1128,what about events,event
1129,List of events,event
1130,Trainings?,event
1131,Updates about event?,event
1132,Function?,event
1133,Events?,event
1134,What's happening on campus recently?,event
1135,Can you provide details on recent college happenings?,event
1136,Tell me about the recent functions or gatherings.,event
1137,Are there any noteworthy programs at the college?,event
1138,Explain the recent activities organized by the college.,event
1139,What recent events have taken place in the college?,event
1140,Can you share information on the recent college functions?,event
1141,Tell me about any recent noteworthy functions in the college.,event
1142,Provide insights into the latest events on campus.,event
1143,Explain any recent activities or events at NEC.,event
1144,Can you update me on the latest programs at the college?,event
1145,What recent events have been organized by the college?,event
1146,Tell me about the recent gatherings or functions.,event
1147,Provide information on the recent events conducted at the college.,event
1148,Explain the recent happenings in the college.,event
1149,Can you share details about the recent events in NEC?,event
1150,Tell me about any recent functions or gatherings.,event
1151,What recent programs have been organized in college?,event
1152,Provide insights into recent functions or events at the college.,event
1153,Explain any recent noteworthy programs at NEC.,event
1154,Can you update me on the recent events at NEC?,event
1155,Tell me about the recent gatherings or functions in college.,event
1156,Provide information on the recent events organized by the college.,event
1157,Explain the recent happenings at NEC.,event
